gene,age,trial,subj,condi,gender,age_category,dropError,distanceError,distance_underEstimateRatio,angleError,picMemory,RT_itemMemory,targetLoc_to_center,targetLoc_to_landmark,ideal_distance_lenth,inboundPath_to_center_per,dis_to_actural,actural_path_lenth,elapsedSearchTime,nonMovingRatio,signed_distanceError,tan_angleError
1,26,1,1,1,2,1,4.23544801105982,0.173062248870281,1.022072573024,30.9647103741202,0,6.05399990081787,4.96904959352985,25.0263945757866,7.84060148683763,0,9.44657012227601,8.02456711800136,11.1390001773834,0.460526315789474,0.173062248870281,-57.2899616307599
1,26,2,1,1,2,1,1.48895930179438,0.493750182617067,1.03582954824954,5.74091281142156,0,5.73099994659424,4.51399196760473,23.9466599650891,13.7805305045524,0.0242424242424242,167.445523037198,14.3071021091583,22.4969999790192,0.188216039279869,0.493750182617067,-57.2899616307599
1,26,3,1,1,2,1,2.19340541305067,2.19301389678283,0.819474621231911,0.21591459243876,1,2.24400019645691,7.0412585203641,21.6725107348134,12.1479534442638,0,0.000162845048564386,9.95493955475617,15.2439999580383,0.271844660194175,-2.19301389678283,-57.2899616307599
1,26,4,1,1,2,1,3.95905474785333,3.94336118954756,0.774321675950254,1.31230674810907,1,5.73399996757507,9.59603546246053,18.8305044169507,17.4733714730987,0.407158836689038,1230.16695735535,25.5684943497487,33.007000207901,0.0164835164835165,-3.94336118954756,-57.2899616307599
1,26,5,1,1,2,1,0.625293847243038,0.0883310065381409,0.991466353531255,3.44173562300649,0,2.68099999427795,2.39570115258561,25.9145014231897,10.3509099962902,0.130630630630631,37.5505784874869,10.2911651584204,12.9370000362396,0.371830985915493,-0.0883310065381409,-57.2899616307599
1,26,6,1,1,2,1,3.0147148371108,2.38613927894419,0.786864869645037,10.6455140220245,1,3.09200000762939,7.24594156824356,26.4590791451706,11.1954292798669,0,561.409812162155,10.6538922116484,20.9679999351501,0.205263157894737,-2.38613927894419,-57.2899616307599
1,26,7,1,1,2,1,1.97670339689595,0.292206395802939,0.97587512305924,9.37192702303594,1,3.5550000667572,5.93955103883282,22.4316086481309,12.1122439928074,0,943.58495556427,19.3068755151156,25.6310000419617,0.185979971387697,-0.292206395802939,-57.2899616307599
1,26,8,1,1,2,1,1.5127842615155,0.26051813292937,1.03569936664132,11.5159377838098,1,2.3730001449585,5.37608939573181,23.3111376211222,7.29755615966058,0,17.00968454632,7.56154096079891,18.1849999427795,0.200396825396825,0.26051813292937,-57.2899616307599
1,26,9,1,1,2,1,6.81687064908819,1.02013410572414,1.06852384561569,25.299726218001,1,8.51200008392334,4.68120968046722,23.7516257143064,14.8872862659452,0.258581235697941,322.310597081282,16.3309918242845,20.3889999389648,0.22887323943662,1.02013410572414,-57.2899616307599
1,26,10,1,1,2,1,9.02989369743764,7.88748169712032,0.510829107845695,21.9914598422215,1,6.46099996566772,7.26122223531273,21.0695929801836,16.1241844591037,0.0265957446808511,587.876167181573,12.7564561028577,17.5260000228882,0.206315789473684,-7.88748169712032,-57.2899616307599
1,26,11,1,0,2,1,12.2282403092687,10.6370283135548,0.338845822897726,37.5721175881599,1,5.48000001907349,3.96119513354556,26.3684141898224,16.0885746198793,0.504444444444444,8464.28166432784,77.8737076277106,53.8660001754761,0.0790729379686435,-10.6370283135548,-57.2899616307599
1,26,12,1,0,2,1,10.9210744812221,10.5266927565064,0.356597137873077,17.1194928635633,1,2.14100003242493,8.99233727777156,19.375296893653,16.3609666293804,0.833628318584071,965.791020054536,17.9272022431836,26.6259999275208,0.21606648199446,-10.5266927565064,-57.2899616307599
1,26,13,1,0,2,1,0.371840449252095,0.145768369610636,1.01346934913989,1.79904810588188,1,2.52099990844727,6.06589897535691,24.0443292769675,10.8222281638624,0.625827814569536,934.205673484324,17.0797695992615,15.6729998588562,0.293706293706294,0.145768369610636,-57.2899616307599
1,26,14,1,0,2,1,2.83423077508096,0.793616113682776,0.908087087171963,19.0339438727467,1,3.50999999046326,8.35117221550364,20.5396318704353,8.63443545922193,0.0964052287581699,1484.31817373385,17.057418563808,28.0269999504089,0.197643979057592,-0.793616113682776,-57.2899616307599
1,26,15,1,0,2,1,9.90357836540758,9.28007521688072,0.0778063341258024,76.0569618568176,0,6.13100004196167,5.84602353972929,23.9654474447499,10.0630437621621,1,12.6326706038309,0.859416596839722,12.0859999656677,0.513595166163142,-9.28007521688072,-57.2899616307599
1,26,16,1,0,2,1,2.53216695223676,2.49344529754101,0.771553642825334,2.63653610110307,1,1.91999983787537,8.36967458108737,19.9774235724555,10.9147956149485,0.370229007633588,332.772114013357,22.4587614395613,24.2810001373291,0.197247706422018,-2.49344529754101,-57.2899616307599
1,26,17,1,0,2,1,8.98977887088442,6.12449740826479,0.650975239428978,26.8777521961996,1,2.57599997520447,5.1284317276337,23.6570668508376,17.5474582326045,0.551357733175915,2744.45796408934,32.0075894857419,32.3310000896454,0.0363636363636364,-6.12449740826479,-57.2899616307599
1,26,18,1,0,2,1,5.05720362811198,2.25733507696738,0.73977468708799,35.3087824179671,1,3.34699988365173,4.06724752795413,25.1924159709554,8.67454073436219,0.5,34.1947468413399,6.46229104848625,14.5970001220703,0.382871536523929,-2.25733507696738,-57.2899616307599
1,26,19,1,0,2,1,7.27905006574079,2.74214611551793,0.744727280490964,42.6532906800412,1,2.95599985122681,4.56089047696829,24.3950101853412,10.7420257080031,0,466.897427521931,11.8823428204535,19.6950001716614,0.328358208955224,-2.74214611551793,-57.2899616307599
1,26,20,1,0,2,1,5.80611964403938,5.70723331335201,0.420473737210403,9.58464943332415,1,2.57100009918213,6.94668162673373,21.9952809853205,9.84810125063146,0.0714285714285714,6.4023429885687,4.1426107595972,16.1679999828339,0.42369020501139,-5.70723331335201,-57.2899616307599
1,26,21,1,1,2,1,0.968792317659466,0.617435755567021,1.04070239264774,2.76430839121887,1,2.45099997520447,6.76063006280665,23.7416915750779,15.1695199078489,0.0224358974358974,503.71569783081,17.235983490686,14.9500000476837,0.240291262135922,0.617435755567021,-57.2899616307599
1,26,22,1,1,2,1,1.23254184707863,1.19970863995563,0.920230685102751,1.12228226013791,1,2.50400018692017,7.55490358790236,20.7456638414513,15.0397260086911,0.412244897959184,49.3849894631301,14.0777244216346,12.3489999771118,0.278592375366569,-1.19970863995563,-57.2899616307599
1,26,23,1,1,2,1,8.34037623932254,4.45950300267258,0.738942970960723,27.771117103397,1,2.65100002288818,6.30768603802821,24.061069451592,17.082485842592,0.148387096774194,0.000253249832099074,12.6229828450565,10.2079999446869,0.438848920863309,-4.45950300267258,-57.2899616307599
1,26,24,1,1,2,1,4.65379755696614,0.679664531122235,1.05806571819934,22.0444536466859,1,2.4449999332428,3.01541465321504,25.7131173825895,11.7050912689814,0.0403587443946188,7.60295732564847,12.385781019419,12.3320000171661,0.346938775510204,0.679664531122235,-57.2899616307599
1,26,25,1,1,2,1,3.22664929891118,2.12840674965269,0.680729078762692,25.4714447498264,1,1.76999998092651,4.20332943246184,28.2558308728977,6.6664597621488,0,12.7343604602675,4.55733475260442,9.1710000038147,0.435294117647059,-2.12840674965269,-57.2899616307599
1,26,26,1,1,2,1,10.4434517784591,8.83244396318615,0.564620633520497,21.0637532633822,1,2.98000001907349,7.94553800912185,21.4816846232878,20.2867766440236,0.196850393700787,20.5485018296909,11.488704762176,14.3590002059937,0.346153846153846,-8.83244396318615,-57.2899616307599
1,26,27,1,1,2,1,2.87078947214804,2.12924623097422,0.826194098668303,9.92013544881663,1,2.5239999294281,6.5539099429272,26.8981511546798,12.2507130923632,0.0743801652892562,96.736715073459,10.6932924540561,12.8740000724792,0.303724928366762,-2.12924623097422,-57.2899616307599
1,26,28,1,1,2,1,5.21477478141635,4.02227897859982,0.66890861200489,19.2287090234589,1,2.09200000762939,7.03291006077968,24.2624496686344,12.1485460644456,0,0.000102748602915752,8.1262670906074,10.0969998836517,0.394927536231884,-4.02227897859982,-57.2899616307599
1,26,29,1,1,2,1,3.97096105079111,0.951994116719989,1.08883559049007,19.8523056499389,1,3.3510000705719,6.86355251954117,21.5905338791911,10.7163594170782,0,0.000194198418953861,11.6683535365297,8.4909999370575,0.373913043478261,0.951994116719989,-57.2899616307599
1,26,30,1,1,2,1,10.5635794090637,4.47470140147088,0.694215690295879,46.2092594632867,1,2.99100017547607,1.36895912343101,28.2230659050647,14.6335219285798,1,0.000191273808282025,10.1588205316401,10.9909999370575,0.393333333333333,-4.47470140147088,-57.2899616307599
1,26,31,1,0,2,1,4.23493853979972,4.0191578222866,1.29702466839327,4.96344100440157,1,2.25799989700317,5.4852890171393,24.5454736275662,13.5313940220115,0.344936708860759,310.03258516716,18.2184671211615,18.0379998683929,0.351738241308793,4.0191578222866,-57.2899616307599
1,26,32,1,0,2,1,12.6726358492778,5.24387084981016,0.715713365984135,43.3879790979969,1,2.07399988174438,4.55019634152198,27.1844714266509,18.44571718246,0.876943005181347,1580.2023163959,45.9717617436395,32.4530000686646,0.125565610859729,-5.24387084981016,-57.2899616307599
1,26,33,1,0,2,1,2.98817473332802,1.27444338557454,1.0926694415398,10.7881142749994,1,2.24799990653992,4.80755587562953,23.6270394568871,13.7525743589082,0.0842911877394636,403.969172560009,17.0414508509825,13.9249999523163,0.308707124010554,1.27444338557454,-57.2899616307599
1,26,34,1,0,2,1,12.7218018590041,9.01963695108254,0.420999042281378,52.6937520162109,1,2.77099990844727,5.94706228600987,24.9516474372672,15.5779309703074,0.826086956521739,175.444576727334,8.05109688171486,11.3739998340607,0.39344262295082,-9.01963695108254,-57.2899616307599
1,26,35,1,0,2,1,0.993973860640208,0.92831666942851,0.902150676123994,2.25903815870546,1,2.42700004577637,3.90677249967284,24.7110111360138,9.4872057634743,0.300847457627119,1305.37992149768,28.6251324804871,32.9719998836517,0.212222222222222,-0.92831666942851,-57.2899616307599
1,26,36,1,0,2,1,13.675534583168,13.0050620766307,0.215039600882385,31.9543570552343,1,4.85799980163574,10.0402730661073,18.2456976638878,16.5677938546325,0,644.557691695268,13.2098123186548,15.430999994278,0.285377358490566,-13.0050620766307,-57.2899616307599
1,26,37,1,0,2,1,3.00701598840113,0.236990545636306,0.976625814552735,17.2059969542767,1,2.73600006103516,3.90567189775332,25.1533113719228,10.1389862834358,0,2023.16009602571,16.34635346915,21.8709998130798,0.234505862646566,-0.236990545636306,-57.2899616307599
1,26,38,1,0,2,1,13.4387897042888,12.0317357328849,0.284907978526343,38.9374910026581,1,2.04400014877319,9.20435136696226,19.1392498308189,16.8254369669654,0.0454545454545455,143.541772388009,6.07676605365135,10.7999999523163,0.547619047619048,-12.0317357328849,-57.2899616307599
1,26,39,1,0,2,1,5.80932098088064,5.72554380830895,0.397965931238556,9.39853436116238,1,1.97300004959106,2.97289389040376,25.470997194527,9.51033189880437,0,300.541289062872,19.6580472106725,21.3229999542236,0.273666092943201,-5.72554380830895,-57.2899616307599
1,26,40,1,0,2,1,6.22827686001607,4.98052842138633,0.635920448598231,19.7394583796543,0,3.86999988555908,7.13679568375752,21.2181020035181,13.6797807023505,0.501529051987768,638.559593838529,17.5706479632753,17.0539999008179,0.285403050108932,-4.98052842138633,-57.2899616307599
1,26,41,1,1,2,1,4.91176888341665,0.0354201141774011,0.994725545458428,43.0204978034798,1,2.29299998283386,9.56522231440545,28.8076218720671,6.71540799114462,0.872093023255814,61.2362782481631,7.42803804595824,9.57000017166138,0.347169811320755,-0.0354201141774011,-57.2899616307599
1,26,42,1,1,2,1,3.02234269825578,2.89217531019248,0.754184294125686,4.92167813903358,1,2.0460000038147,2.91405792490472,25.4153837978044,11.7656245759628,0.087719298245614,1.94768290330672,9.08525438011837,13.8529999256134,0.392572944297082,-2.89217531019248,-57.2899616307599
1,26,43,1,1,2,1,6.87334968727767,2.7015748894279,0.772531325503474,35.2423884774459,1,2.09300017356873,5.2564266557615,23.4869585342036,11.8766898141359,0.733333333333333,0.000268385669281853,9.17511493156437,8.03800010681152,0.656108597285068,-2.7015748894279,-57.2899616307599
1,26,44,1,1,2,1,1.34309668490396,0.623089832803514,0.905994710706608,10.8215084047283,1,5.77199983596802,3.57224343533584,25.1229560991795,6.62824227750465,0.0428571428571429,0.000123853816677086,6.00515244996454,7.58200001716614,0.658653846153846,-0.623089832803514,-57.2899616307599
1,26,45,1,1,2,1,9.03314953057349,3.15317546578454,0.798766614435403,35.1830539838114,1,1.98600006103516,9.70567009299719,18.7251603986214,15.6692462184529,0,0.000212708998106417,12.5160707681395,8.83200001716614,0.630252100840336,-3.15317546578454,-57.2899616307599
1,26,46,1,1,2,1,7.38535395101684,3.06336985906057,0.739909973422087,38.7377263564157,1,2.39499998092651,10.4086543295519,18.0015689580686,11.7781135223303,0,0.000162726886152961,8.71474366709532,8.62999987602234,0.690677966101695,-3.06336985906057,-57.2899616307599
1,26,47,1,1,2,1,2.71917072916744,0.251196033451075,1.0268110264159,16.3959381972659,1,1.82499980926514,3.80123648000226,24.9926108835572,9.36913154887901,0.170212765957447,11.9116462188811,9.63960556535189,8.01300001144409,0.564220183486238,0.251196033451075,-57.2899616307599
1,26,48,1,1,2,1,4.51512276513053,1.26904103695053,0.917385144515618,16.9360255663671,1,2.71300005912781,7.06044057041768,22.7436369353804,15.3609303013359,0.327102803738318,27.379317862388,14.1566126668993,8.1269998550415,0.51131221719457,-1.26904103695053,-57.2899616307599
1,26,49,1,1,2,1,2.7167569255456,1.66986822194488,1.25968436320076,17.0757321594748,1,1.73099994659424,8.12032204189588,20.7797793555201,6.43037648229091,0.0241935483870968,12.9417691474063,8.13863327585895,8.83100008964539,0.474789915966387,1.66986822194488,-57.2899616307599
1,26,50,1,1,2,1,6.11062996971311,3.08090943529262,0.725397224231272,32.0579642452571,1,1.39199995994568,5.70615281541776,22.8159895676891,11.2195130827351,0,1.53640789023032e-05,8.13860364750347,7.57299995422363,0.564593301435407,-3.08090943529262,-57.2899616307599
